0	0.523415	0.448856
1	0.358616	0.442593
2	0.40531	0.438854
3	0.596615	0.44944
4	0.438388	0.437254
5	0.725191	0.452386
6	0.0748247	0.449559
7	0.614847	0.450225
8	0.738524	0.44772
9	0.661851	0.452485
10	0.353282	0.445859
11	0.643416	0.449714
12	0.674158	0.450576
13	0.39456	0.4519
14	0.805968	0.448702
15	0.431615	0.448386
16	0.595892	0.436436
17	0.291348	0.452439
18	0.600084	0.446252
19	0.407064	0.452501
20	0.376342	0.450388
21	0.345436	0.439634
22	0.563937	0.452097
23	0.532579	0.451097
24	0.489641	0.449431
25	0.587521	0.452465
26	0.608308	0.450687
27	0.445849	0.435329
28	0.518615	0.445658
29	0.314048	0.450999
30	0.594077	0.452239
31	0.515233	0.437524
32	0.409799	0.451372
33	0.534009	0.447546
34	0.381688	0.44504
35	0.508664	0.451663
36	0.330993	0.451182
37	0.136685	0.449685
38	0.518639	0.435884
39	0.460076	0.452044
40	0.580732	0.44719
41	0.395258	0.450496
42	0.704157	0.451928
43	0.588905	0.435049
44	1	0.434769
45	0.431707	0.450898
46	0.495651	0.436161
47	0.393508	0.443962
48	0.887773	0.452502
49	0.187418	0.452348
50	0.449961	0.452195
51	0.495161	0.446635
52	0.335775	0.450904
53	0.464008	0.450999
54	0.305868	0.442357
55	0.253317	0.449929
56	0.411363	0.452311
57	0.484062	0.435607
58	0.391729	0.44483
59	0.5093	0.447369
60	0.412045	0.452381
61	0.402841	0.452022
62	0.285977	0.452228
63	0.0305288	0.444616
64	0.843331	0.451866
65	0.593953	0.452147
66	0.588394	0.449847
67	0.190357	0.450048
68	0.340602	0.451835
69	0.634922	0.451192
70	0.253303	0.444183
71	0.615578	0.448059
72	0.686182	0.452442
73	0.52074	0.449299
74	0.530718	0.450705
75	0.356427	0.451353
76	0.745837	0.449976
77	0.481912	0.452534
78	0.65365	0.448224
79	0.243907	0.441879
80	0.457296	0.452541
81	0.331958	0.451693
82	0.749868	0.452354
83	0.452109	0.451269
84	0.511477	0.452079
85	0.313998	0.441393
86	0.214157	0.451618
87	0.230655	0.441148
88	0.408886	0.449808
89	0.662815	0.447891
90	0.131177	0.443058
91	0.692943	0.451514
92	0.429018	0.451092
93	0.458551	0.452271
94	0.646232	0.45228
95	0.5233	0.452516
96	0.45007	0.450794
97	0.178729	0.444401
98	0.182525	0.452412
99	0.262934	0.445454
100	0.445243	0.451284
101	0.4532	0.452535
102	0.32495	0.44374
103	0.505995	0.438061
104	0.338338	0.4493
105	0.0707019	0.451766
106	0.417495	0.449154
107	0.347587	0.450462
108	0.47859	0.437793
109	0.230393	0.439376
110	0.432681	0.451539
111	0.5303	0.452483
112	0.441901	0.45159
113	0.280938	0.439891
114	0.664352	0.451987
115	0.539536	0.450102
116	0.508797	0.440399
117	0.402774	0.438591
118	0.615206	0.448546
119	0.411544	0.440146
